mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
2.26791,1.64253,2.45070,2.79862,6.76628,4.60696,7.00244,8.16145,5.85101,3.22125,7.00783,6.67043,not_hand_wash
2.27931,0.56139,2.40340,2.34342,6.66042,1.55382,6.91263,6.82765,6.92899,1.59485,7.29882,7.09774,not_hand_wash
1.98438,0.47489,2.07409,2.03817,6.73428,1.57735,7.02220,6.90393,6.91423,1.60943,7.31439,7.08713,not_hand_wash
2.13685,0.48413,2.23575,2.18798,6.74016,1.50476,7.07010,6.89143,6.92074,1.54057,7.25691,7.07953,not_hand_wash
3.27319,2.92157,2.26509,4.38254,6.35736,3.28583,7.04315,7.14266,4.09931,4.79919,7.18027,6.29316,not_hand_wash
2.54817,3.15061,1.31606,3.99887,1.27159,4.57634,0.54068,4.73352,5.56115,6.80734,9.65792,8.77506,not_hand_wash
7.37093,1.87364,7.93051,7.59914,3.72284,1.03138,3.85179,3.85128,5.06450,1.39156,4.99002,5.24370,not_hand_wash
7.35618,1.69094,7.72633,7.53481,3.86376,0.90586,4.04878,3.96302,4.85698,1.12276,5.09840,4.97657,not_hand_wash
7.40102,1.64745,7.75986,7.56882,3.82128,0.86563,3.99370,3.91165,4.87095,1.09154,5.08702,4.98306,not_hand_wash
7.39028,1.64323,7.75208,7.55743,3.87328,0.86481,4.04878,3.96185,4.84561,1.07961,5.07984,4.95589,not_hand_wash
7.44204,1.65885,7.76465,7.61214,3.81008,0.87801,4.03561,3.90275,4.81297,1.07941,5.06187,4.92413,not_hand_wash
7.48413,1.71864,7.87363,7.66586,3.69535,0.85011,3.88831,3.78539,4.76242,1.09403,5.01038,4.87798,not_hand_wash
7.48499,1.66956,7.84369,7.65582,3.68133,0.84260,3.83802,3.76999,4.84257,1.08364,5.06906,4.95399,not_hand_wash
7.47130,1.66117,7.82333,7.64096,3.78330,0.86776,3.94520,3.87586,4.79693,1.07373,5.02834,4.90692,not_hand_wash
7.43739,1.66435,7.80058,7.60834,3.93025,0.92947,4.06315,4.03184,4.72472,1.06577,4.94452,4.83528,not_hand_wash
4.56055,3.97813,6.95873,6.03160,2.41911,2.45390,3.89310,3.43670,6.51482,2.84766,5.17324,7.10287,not_hand_wash
1.85182,2.03617,2.23934,2.74718,3.86512,7.25973,6.49709,8.21353,6.79777,3.85946,7.48264,7.79499,not_hand_wash
2.22962,0.52693,2.31419,2.28735,6.56816,1.48688,6.92101,6.72219,7.04046,1.58900,7.34672,7.20548,not_hand_wash
2.24137,0.51213,2.34293,2.29525,6.64347,1.49404,6.96172,6.79745,6.98247,1.56693,7.33295,7.14334,not_hand_wash
2.26065,0.52550,2.35430,2.31561,6.78235,1.53412,7.12399,6.94135,6.79814,1.53766,7.14554,6.95582,not_hand_wash
2.11631,0.52591,2.20941,2.17698,6.80725,1.56997,7.15392,6.97402,6.81266,1.57624,7.15752,6.98090,not_hand_wash
2.16317,0.52760,2.23695,2.22334,6.76823,1.51104,7.08147,6.92293,6.87863,1.53310,7.20901,7.03540,not_hand_wash
2.19385,0.51392,2.28545,2.24879,6.84765,1.54121,7.19105,7.00789,6.77797,1.52515,7.10243,6.93700,not_hand_wash
2.19512,0.49555,2.30760,2.24639,6.88282,1.52973,7.21500,7.03876,6.75878,1.50250,7.08447,6.91204,not_hand_wash
2.28703,0.53230,2.39143,2.34442,6.74185,1.55617,7.09764,6.90699,6.82235,1.57002,7.17189,6.98887,not_hand_wash
2.28111,0.54120,2.40819,2.34037,7.01305,1.60489,7.24134,7.18265,6.56493,1.50230,6.97849,6.72226,not_hand_wash
2.39259,0.56386,2.54052,2.45477,6.79353,1.57289,7.10363,6.95968,6.75216,1.53830,7.07668,6.91388,not_hand_wash
1.88745,1.44472,2.02738,2.37186,5.49296,4.11843,7.14794,6.84918,6.95563,3.19141,7.01621,7.64085,not_hand_wash
2.75242,2.79350,1.24182,3.91715,7.22594,2.83445,8.54184,7.75720,2.69543,3.68603,4.90141,4.54162,not_hand_wash
-2.25352,0.94122,-2.34353,2.44056,9.38361,2.27577,9.78725,9.63920,-0.21065,1.73283,0.01332,1.73929,not_hand_wash
1.25541,5.22474,-1.40615,5.36467,6.84793,4.38465,7.84249,8.10835,0.94225,3.51495,0.02036,3.63261,not_hand_wash
-4.33265,0.98193,-4.56012,4.43438,7.76191,1.76321,7.98140,7.94396,4.09125,1.23528,4.63017,4.26683,not_hand_wash
-4.39072,0.99030,-4.61041,4.49274,7.59920,1.71581,7.98080,7.77571,4.35165,0.98360,4.57030,4.45220,not_hand_wash
0.77382,5.24941,1.24481,5.29179,6.49651,5.21388,7.90596,8.31321,2.37880,4.27909,2.38364,4.88299,not_hand_wash
6.83784,1.55410,7.17967,7.00197,6.55823,1.53201,6.90364,6.72148,0.22858,0.49201,0.10837,0.53333,not_hand_wash
6.69574,1.49804,6.99645,6.84907,6.67995,1.51053,7.02280,6.83702,-0.34766,0.34685,-0.34907,0.49070,not_hand_wash
6.69271,1.48942,7.01501,6.84494,6.73370,1.50372,7.05812,6.88727,0.05197,0.16698,0.03114,0.17438,not_hand_wash
6.69591,1.54063,7.01860,6.85937,6.67213,1.54281,7.03417,6.83582,-0.01429,0.16141,-0.00320,0.16171,not_hand_wash
6.81520,1.56566,7.15811,6.98012,6.58561,1.53904,6.92640,6.75223,-0.03177,0.44453,-0.08023,0.44493,not_hand_wash
2.46552,3.60761,0.47781,4.34682,7.16600,1.79013,7.61676,7.37785,-3.71728,2.16561,-4.62598,4.29900,not_hand_wash
-8.70374,3.90234,-9.30764,9.53559,-3.50327,2.72124,-2.86624,4.43324,3.67775,2.23779,3.31052,4.26073,not_hand_wash
-8.42580,4.15020,-7.84189,9.37970,-4.48605,3.06233,-3.97513,5.42248,3.41231,1.77162,3.62845,3.84151,not_hand_wash
-8.28074,2.56056,-8.39814,8.64128,-3.53409,2.53106,-3.39973,4.34152,2.61193,1.57485,2.57405,3.04730,not_hand_wash
-7.78573,1.77965,-8.19516,7.97564,-4.66719,1.22813,-4.90021,4.81036,0.77775,0.42371,0.75443,0.88435,not_hand_wash
-7.61897,2.30171,-8.12510,7.94514,-4.39137,2.48817,-4.74334,5.03791,2.86818,2.28555,3.47637,3.66503,not_hand_wash
-3.02876,3.22339,-3.15903,4.40262,-6.45817,2.21512,-6.51206,6.81564,-3.49578,2.24009,-3.92065,4.14768,not_hand_wash
-6.36987,3.14751,-6.28872,7.01102,-2.52052,4.80105,-2.50519,5.40361,-1.81384,5.17582,-2.25671,5.47606,not_hand_wash
-5.45878,2.49962,-6.11389,5.99327,-3.53570,4.23240,-1.91542,5.49571,-2.18030,4.92027,-4.19428,5.37099,not_hand_wash
-6.50490,1.67927,-6.78389,6.70238,-1.21556,0.67505,-1.13524,1.38916,-5.85507,1.58206,-6.23184,6.05365,not_hand_wash
-5.57018,2.87816,-6.81982,6.25618,-1.04092,1.65179,-0.52930,1.94981,-6.37861,1.74787,-6.30130,6.60361,not_hand_wash
1.23106,6.40465,4.55593,6.50564,-4.97076,2.10123,-5.07086,5.37926,0.87556,4.69096,-0.06802,4.76024,not_hand_wash
-1.99456,4.90501,-3.27998,5.26839,-5.43149,2.25877,-5.06786,5.87436,1.66086,5.31763,3.60091,5.55995,not_hand_wash
-3.96080,6.75034,-7.27128,7.81141,-5.27437,3.80267,-4.14219,6.47643,0.36627,2.22876,0.92448,2.25490,not_hand_wash
-2.88080,4.29563,-0.29330,5.14298,-7.16893,2.82714,-8.06882,7.70157,2.02932,1.73750,2.00104,2.66250,not_hand_wash
1.05506,0.68609,1.22445,1.25606,-8.70410,2.07627,-9.32501,8.93247,1.62849,1.71830,1.21966,2.36544,not_hand_wash
-7.08430,4.64742,-8.64003,8.46772,-4.25276,3.85637,-3.55660,5.71190,1.72984,1.97307,1.46455,2.62114,not_hand_wash
-8.54652,1.92736,-9.12742,8.74490,-3.06572,1.33449,-2.94827,3.34036,0.87631,1.03436,0.90891,1.35298,not_hand_wash
-3.29163,5.82693,-5.14809,6.66514,-5.98861,3.11673,-5.80972,6.74611,-0.65236,2.08116,0.31255,2.17780,not_hand_wash
-2.00696,8.65939,-0.42344,8.86506,-0.47076,4.10405,0.54966,4.11641,4.97976,2.67026,5.23012,5.64830,not_hand_wash
-0.33427,5.65221,-0.37183,5.65257,-0.39329,2.95356,-0.09337,2.97490,5.59927,5.71626,7.57305,7.99052,not_hand_wash
4.00229,4.22235,5.34443,5.79564,-5.19192,2.51286,-5.33491,5.75911,-4.28716,2.74134,-4.88823,5.07311,not_hand_wash
-9.11223,2.76476,-8.92205,9.48469,-2.25474,3.52391,-3.34824,4.16048,1.27059,3.01103,0.54427,3.24611,not_hand_wash
-8.44513,1.92048,-8.83403,8.64800,-3.09136,1.81847,-2.77224,3.57808,1.40907,0.86776,1.51485,1.65074,not_hand_wash
-8.32738,1.91098,-8.83283,8.52870,-3.51165,1.48610,-3.31710,3.80674,1.40526,0.97697,1.61544,1.70531,not_hand_wash
-7.18189,1.80016,-7.58622,7.38528,-4.87188,1.43948,-4.88165,5.07778,2.95069,1.67424,3.58295,3.39101,not_hand_wash
-8.08273,2.41587,-8.05445,8.42415,-3.74119,1.85828,-4.08351,4.16610,3.29038,1.98504,3.34824,3.83255,not_hand_wash
-7.68911,2.36975,-7.92272,8.03025,-4.18950,2.76377,-4.71939,5.01269,2.38287,1.69507,2.13995,2.92028,not_hand_wash
-8.58512,2.31154,-9.10347,8.87797,-2.35786,1.62308,-2.60219,2.84724,2.45184,1.96418,1.89207,3.13603,not_hand_wash
-5.86745,5.12438,-5.02954,7.77728,-3.93557,6.07788,-3.49793,7.23129,4.77865,3.61733,5.07026,5.98030,not_hand_wash
-0.45850,3.21110,0.50176,3.17246,-6.84196,2.07934,-6.92879,7.14450,-3.83392,2.78008,-4.47988,4.73316,not_hand_wash
1.93533,0.99678,2.26449,2.17313,-7.76234,1.83633,-8.31072,7.96679,-3.89192,1.77935,-3.47278,4.24494,not_hand_wash
2.37147,0.57006,2.48723,2.43470,-7.92878,1.84730,-8.34664,8.12592,-3.12842,0.88816,-3.22489,3.24600,not_hand_wash
2.20491,0.53278,2.30880,2.26383,-8.28348,1.85878,-8.63644,8.47537,-2.44885,0.61270,-2.58842,2.51931,not_hand_wash
1.93874,0.47582,2.05253,1.99286,-8.32852,1.85826,-8.72027,8.51744,-2.51111,0.62387,-2.66925,2.58555,not_hand_wash
2.00945,0.48466,2.14354,2.06323,-8.28604,1.92083,-8.66997,8.49144,-2.49621,0.65022,-2.71116,2.57435,not_hand_wash
1.90502,0.47230,1.98727,1.95954,-8.25281,1.85126,-8.63464,8.44231,-2.67726,0.73120,-2.91294,2.77190,not_hand_wash
1.64966,0.41248,1.75136,1.69836,-8.16964,1.85404,-8.58495,8.36188,-3.07323,0.83294,-3.04946,3.17662,not_hand_wash
1.70948,0.40182,1.79507,1.75252,-8.36042,1.87603,-8.73943,8.55378,-2.57591,0.62598,-2.73631,2.64564,not_hand_wash
1.76021,0.43398,1.86452,1.81013,-8.27499,1.91706,-8.66279,8.47955,-2.62480,0.73882,-2.64650,2.72334,not_hand_wash
1.74665,0.42895,1.85674,1.79519,-8.18848,1.83743,-8.56639,8.37787,-2.98659,0.73236,-3.14586,3.06903,not_hand_wash
1.76784,0.42123,1.86213,1.81423,-8.34737,1.86373,-8.74182,8.53888,-2.55430,0.60108,-2.67045,2.62006,not_hand_wash
1.75157,0.40607,1.85434,1.79498,-8.40651,1.88618,-8.78134,8.60119,-2.41189,0.56812,-2.53573,2.47338,not_hand_wash
1.78532,0.38381,1.85854,1.82305,-8.43864,1.70980,-8.73464,8.59276,-2.52085,0.55758,-2.59620,2.57680,not_hand_wash
1.85050,0.44446,1.95314,1.89976,-8.28741,1.86058,-8.64961,8.47990,-2.67616,0.63260,-2.79140,2.74448,not_hand_wash
1.84781,0.45354,1.92619,1.89918,-8.30634,1.86830,-8.71967,8.49973,-2.61849,0.63535,-2.72733,2.69015,not_hand_wash
1.81930,0.44482,1.90823,1.86978,-8.42889,1.95292,-8.82864,8.63755,-2.09282,0.87751,-2.08726,2.26355,not_hand_wash
1.75614,0.39914,1.83937,1.79780,-8.17445,1.82659,-8.56279,8.36136,-3.01653,0.69454,-3.12370,3.08911,not_hand_wash
-0.37040,5.49019,1.45737,5.49310,-7.41752,2.69942,-8.42927,7.87715,-2.40613,3.20621,-3.17220,4.00080,not_hand_wash
-9.62293,3.85062,-9.09569,10.31779,-3.05727,3.40878,-3.30453,4.56161,1.03331,2.86412,0.87119,3.03980,not_hand_wash
-7.74833,2.10359,-8.22330,8.01139,1.22977,0.86479,1.24002,1.50259,-4.10231,1.74393,-4.27631,4.45596,not_hand_wash
-8.24455,3.69763,-8.47358,9.02087,-2.29068,5.04329,-1.17655,5.53179,-0.98472,4.39597,-1.86213,4.49240,not_hand_wash
1.62896,2.94141,1.69687,3.32556,-2.68934,3.01791,-3.59552,4.03751,7.65237,4.99861,9.15975,9.12952,not_hand_wash
1.25674,1.27357,1.18314,1.77911,-4.44704,1.48148,-4.13261,4.68201,8.33317,1.95528,8.60051,8.54406,not_hand_wash
0.79273,1.15955,0.56403,1.40194,-3.83964,1.48164,-4.02842,4.10071,8.77789,2.03563,9.21603,8.99833,not_hand_wash
0.98223,1.39851,1.05261,1.70719,-3.78663,2.73913,-4.10746,4.66720,8.81758,2.70734,9.20047,9.20882,not_hand_wash
0.94004,1.67276,0.66103,1.90472,-3.22017,2.84890,-3.34943,4.29654,9.12156,2.69653,9.57110,9.50705,not_hand_wash
1.03796,2.78822,1.44240,2.97099,-2.92460,2.91757,-2.93570,4.12622,8.94473,3.42119,9.26274,9.55920,not_hand_wash
-3.92176,1.66465,-3.98771,4.25431,-4.55176,3.23525,-4.57449,5.57774,7.41632,2.91639,7.75687,7.95199,not_hand_wash
-4.07764,1.26111,-4.11464,4.25954,-5.18912,2.61328,-5.21456,5.80656,6.81202,2.26158,6.81263,7.16543,not_hand_wash
-4.18104,1.15070,-4.24996,4.32944,-4.38007,2.14042,-4.19368,4.86239,7.43690,2.26411,7.73711,7.76791,not_hand_wash
-3.65399,2.02057,-4.24038,4.16493,-3.94133,3.60626,-4.31343,5.33383,7.07305,2.70335,7.51557,7.55373,not_hand_wash
-9.55966,3.82059,-9.23759,10.28392,-2.83832,4.27588,-2.84888,5.12060,1.41669,2.82844,1.17476,3.15692,not_hand_wash
-9.10856,2.68714,-9.12742,9.48281,-2.43060,2.51899,-2.73631,3.49513,1.77360,2.23068,1.31966,2.84538,not_hand_wash
-9.08357,2.05870,-9.52858,9.29788,-1.62807,1.62764,-1.10291,2.29491,1.88434,1.15722,1.86692,2.20928,not_hand_wash
-4.20608,4.35307,-4.43019,6.02531,-5.10119,3.85349,-6.54858,6.37078,-1.23272,3.07722,-0.49397,3.30523,not_hand_wash
1.59563,0.78174,1.69208,1.77181,-8.86422,2.27072,-9.37411,9.13729,0.46501,1.01611,0.30417,1.11432,not_hand_wash
-0.54682,0.70419,-0.80592,0.89052,-8.78166,2.03740,-9.18610,9.00074,2.49733,0.74868,2.65308,2.60534,not_hand_wash
-4.10938,4.59271,-1.66454,6.15685,-6.92424,3.25690,-8.67237,7.63092,2.16169,1.29598,2.64530,2.51468,not_hand_wash
-2.03815,4.13412,-0.48020,4.57576,-5.73063,1.80182,-5.90612,6.00546,-4.30825,3.30227,-5.22833,5.42504,not_hand_wash
0.78890,2.92010,2.05253,3.02028,-5.17647,2.64539,-4.78824,5.80462,3.47334,6.59007,7.37486,7.42790,not_hand_wash
3.15464,0.76498,3.31111,3.23843,-3.45830,0.86554,-3.64642,3.55905,8.47794,1.92010,8.81966,8.67818,not_hand_wash
3.17465,0.73410,3.33746,3.25233,-3.85787,0.88786,-4.05477,3.95210,8.25693,1.89728,8.67716,8.45758,not_hand_wash
2.87874,0.66781,2.99497,2.94979,-3.75141,0.84995,-3.93202,3.83983,8.46258,1.87545,8.86397,8.65352,not_hand_wash
4.92731,3.22853,6.21029,5.88588,0.14850,4.34066,2.45729,4.33045,2.08950,6.32466,-0.96400,6.63318,not_hand_wash
5.16084,3.14870,5.76601,6.02471,1.23244,1.85095,0.30776,2.21746,4.55097,6.00594,8.14426,7.52487,not_hand_wash
0.73018,0.88381,0.96759,1.14337,0.07917,3.80194,-0.42033,3.79679,9.03961,2.40324,10.03992,9.33500,not_hand_wash
2.08475,0.50122,2.18486,2.14204,6.81527,1.55376,7.12039,6.97859,6.91776,1.55553,7.23535,7.07778,not_hand_wash
2.11632,0.48136,2.21839,2.16711,6.91924,1.54739,7.24673,7.07763,6.81557,1.51742,7.14614,6.97027,not_hand_wash
2.11449,0.47418,2.22138,2.16315,6.96953,1.64153,7.12039,7.14778,6.72294,1.58890,7.21739,6.89623,not_hand_wash
2.13374,0.49779,2.24054,2.18731,7.38470,1.69996,7.75627,7.56427,6.23158,1.43208,6.56595,6.38321,not_hand_wash
2.22196,0.49918,2.32616,2.27371,7.30433,1.62606,7.65867,7.47038,6.34655,1.41154,6.65157,6.49061,not_hand_wash
2.26062,0.51208,2.36927,2.31371,7.29286,1.62999,7.64191,7.46000,6.34704,1.41310,6.66055,6.49127,not_hand_wash
2.29231,0.46175,2.37406,2.33388,7.35275,1.47239,7.63712,7.48455,6.41172,1.28306,6.66953,6.52687,not_hand_wash
2.25118,0.51017,2.34652,2.30402,7.28896,1.62689,7.64610,7.45380,6.35536,1.41563,6.66594,6.50019,not_hand_wash
2.24794,0.53450,2.35670,2.30675,7.17409,1.67769,7.64251,7.35471,6.40301,1.49461,6.65217,6.56389,not_hand_wash
-1.72989,1.84932,-2.50280,2.52682,6.96616,1.76201,7.04974,7.17163,6.55971,2.12556,6.97789,6.88409,not_hand_wash
-1.42188,0.43899,-1.41366,1.48397,7.17147,1.82222,7.64191,7.39208,6.63010,1.69268,6.78030,6.82669,not_hand_wash
-1.22716,0.33376,-1.25619,1.26945,7.48216,2.14178,7.19943,7.76522,6.06002,2.11970,6.51086,6.41233,not_hand_wash
-1.31073,0.42686,-1.28972,1.37592,6.92218,1.67712,7.44851,7.11261,6.98022,1.66430,7.16350,7.16280,not_hand_wash
-1.22092,0.30283,-1.28134,1.25519,7.36140,1.64863,7.71556,7.53090,6.47284,1.49750,6.86772,6.63153,not_hand_wash
-4.70961,1.37305,-5.11876,4.90420,3.56859,1.60674,4.05537,3.88606,7.88986,1.99553,8.14007,8.13342,not_hand_wash
-2.45566,1.97735,-1.28134,3.13649,6.71484,2.96144,7.34074,7.33445,5.77524,2.49707,5.36784,6.27299,not_hand_wash
-1.11429,0.30203,-1.20469,1.15343,9.08264,2.09180,9.52619,9.30584,3.47443,0.82521,3.66558,3.56495,not_hand_wash
4.69626,3.03248,6.10371,5.58752,6.18904,2.91768,5.80673,6.82004,1.25006,4.79768,0.23830,4.94868,not_hand_wash
0.82295,2.60991,-0.45326,2.70701,7.80300,3.12029,9.01605,8.39777,4.77119,2.66105,4.41522,5.45910,not_hand_wash
-1.04401,0.25745,-1.08854,1.07346,8.49543,1.89224,8.90049,8.68980,4.94626,1.11530,5.20078,5.06076,not_hand_wash
-1.06269,0.25851,-1.11069,1.09183,8.46219,1.94486,8.90229,8.66828,4.91358,1.13121,5.16187,5.03317,not_hand_wash
-1.05710,0.24111,-1.10650,1.08263,8.60888,1.91431,9.02503,8.80389,4.71346,1.05254,4.93973,4.82125,not_hand_wash
-1.09016,0.24854,-1.14242,1.11644,8.65332,1.92015,9.07473,8.84859,4.61131,1.02587,4.83195,4.71562,not_hand_wash
-1.11292,0.26813,-1.17715,1.14282,8.59327,1.97661,9.02803,8.80264,4.66016,1.08272,4.90380,4.77634,not_hand_wash
-5.87888,4.24725,-8.34545,7.24859,5.54644,2.85592,4.71998,6.21546,2.72546,2.60590,2.94049,3.76142,not_hand_wash
-8.04407,1.78615,-8.43346,8.22580,4.41137,0.98100,4.62778,4.51148,2.80394,0.62442,2.93869,2.86775,not_hand_wash
-8.05627,1.78768,-8.44125,8.23827,4.40839,0.97725,4.62478,4.50773,2.75152,0.61778,2.89318,2.81532,not_hand_wash
-8.03783,1.84316,-8.45202,8.23218,4.45121,1.02259,4.67628,4.55932,2.60682,0.60134,2.74589,2.67108,not_hand_wash
-8.06292,1.79053,-8.45262,8.24546,4.46757,0.99357,4.68346,4.56874,2.62991,0.58697,2.75667,2.69020,not_hand_wash
-8.06973,1.80648,-8.46160,8.25525,4.39971,0.99207,4.63197,4.50226,2.71042,0.65476,2.79259,2.78378,not_hand_wash
-8.02016,1.78454,-8.40293,8.20058,4.48898,0.99921,4.71220,4.59136,2.75455,0.61756,2.88899,2.81938,not_hand_wash
-7.98236,1.82415,-8.39814,8.17071,4.47880,1.02402,4.70741,4.58477,2.76900,0.63455,2.90755,2.83452,not_hand_wash
-7.87947,1.83783,-8.39335,8.07655,4.85891,1.50113,4.73016,5.07794,2.79527,0.79081,2.91115,2.89997,not_hand_wash
4.36737,2.78696,5.49058,5.17214,7.19557,1.80269,7.23116,7.40018,-2.69391,1.48445,-2.88720,3.07444,not_hand_wash
5.29644,1.28389,5.40676,5.43762,7.15193,1.90005,7.79818,7.38939,-2.63088,1.18097,-2.22378,2.87989,not_hand_wash
0.80320,4.78531,1.28553,4.83284,6.68278,2.26662,6.51326,7.04864,-3.33621,3.36821,-4.70023,4.73212,not_hand_wash
3.96324,1.49786,4.66789,4.23540,7.28743,2.21706,7.82453,7.59897,-0.72723,4.33041,-3.24405,4.38214,not_hand_wash
4.42122,0.98750,4.62239,4.52202,7.54785,1.68614,7.92392,7.72094,-3.37939,0.78893,-3.50511,3.46477,not_hand_wash
-1.13598,5.96443,-0.22513,6.05590,6.74603,2.63302,6.20310,7.22813,0.30791,4.70285,0.13652,4.69929,not_hand_wash
-6.48353,1.43723,-6.79467,6.62974,5.72942,1.27102,6.00551,5.85843,4.48879,0.99907,4.70502,4.59082,not_hand_wash
-6.49669,1.44389,-6.81024,6.64342,5.68299,1.26228,5.96001,5.81166,4.53928,1.01125,4.75950,4.64281,not_hand_wash
-6.25745,1.94942,-6.82820,6.54214,6.04087,1.72531,5.93486,6.27270,4.61754,1.07862,4.78166,4.73399,not_hand_wash
6.26016,2.20163,6.80784,6.63476,3.40079,3.98329,3.97214,5.20716,-3.25916,2.54006,-3.69132,4.12388,not_hand_wash
0.54764,1.37149,0.37063,1.43258,9.22219,2.64701,10.00998,9.58630,0.60360,2.55273,0.68378,2.60123,not_hand_wash
0.24481,0.14215,0.22393,0.28253,9.62183,2.13993,10.09381,9.84050,0.99848,0.32424,1.03704,1.04880,not_hand_wash
0.34080,0.46441,0.18322,0.57544,9.52708,2.20838,10.04830,9.76278,1.46462,0.70016,1.30888,1.62185,not_hand_wash
1.04675,0.38285,1.04243,1.10994,9.41707,2.15789,9.82916,9.64531,2.24625,0.74890,2.41119,2.36260,not_hand_wash
0.93110,0.22591,0.96280,0.95656,9.43156,2.10110,9.87227,9.64571,2.28410,0.54314,2.38185,2.34422,not_hand_wash
0.95303,0.21688,0.99393,0.97541,9.44169,2.09496,9.89742,9.65476,2.19340,0.49778,2.31359,2.24623,not_hand_wash
0.83211,0.23631,0.86819,0.86329,9.43505,2.17236,9.91179,9.66507,2.13731,0.53886,2.24174,2.20070,not_hand_wash
0.80991,0.19543,0.84544,0.83178,9.45486,2.10525,9.91598,9.67004,2.15642,0.50122,2.24413,2.20961,not_hand_wash
0.87251,0.20319,0.91609,0.89388,9.50035,2.10773,9.95729,9.71449,1.89521,0.42687,1.97709,1.93971,not_hand_wash
0.81674,0.23391,0.87538,0.84779,9.50784,2.12446,9.96089,9.72559,1.82270,0.46813,1.96691,1.87875,not_hand_wash
0.50937,0.20660,0.54846,0.54886,9.42767,2.19109,9.87107,9.66163,2.13604,0.90597,2.08367,2.31961,not_hand_wash
0.51370,0.12648,0.53229,0.52821,9.36569,2.08110,9.82377,9.57709,2.71909,0.60925,2.83810,2.78195,not_hand_wash
0.57082,0.23312,0.53648,0.61579,9.40438,2.06446,9.82317,9.61190,2.63745,0.65470,2.78301,2.71297,not_hand_wash
0.84188,0.27927,0.89454,0.88572,9.41680,2.19667,9.81599,9.65195,2.34006,0.74560,2.56147,2.44937,not_hand_wash
0.85108,0.25787,0.89155,0.88836,9.40358,2.10902,9.83096,9.61998,2.40878,0.62678,2.47825,2.48626,not_hand_wash
0.83380,0.25643,0.89813,0.87078,9.45315,2.13234,9.83275,9.67467,2.53906,0.63668,2.61416,2.61436,not_hand_wash
2.04705,3.97181,3.08718,4.46248,1.75614,5.47342,-1.01549,5.70700,6.52530,3.31852,7.50719,7.31683,not_hand_wash
6.69845,1.58157,7.01980,6.86994,-1.39307,0.54663,-1.49808,1.49417,6.66868,1.52792,6.98448,6.82985,not_hand_wash
2.34580,0.69243,2.38304,2.42769,-3.38838,0.94413,-3.39135,3.51636,8.91386,2.04784,9.35135,9.13947,not_hand_wash
0.99036,2.13423,2.07214,2.34546,1.14405,5.99962,-2.89258,6.09599,5.89743,5.01365,9.36213,7.71760,not_hand_wash
